Name,Price,Cuisine,Award,FacilitiesAndServices,Description,Combined,City,Country,Continent,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
Chugoku Hanten Fureika,$$$,Chinese,1 Star MICHELIN,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","The house boasts two kitchens, one for Shanghainese and the other for Cantonese cooking, each overseen by a dedicated chef. A rôttiseur is in charge of the roasted pork fillet, a dim sum master for steamed buns and gyoza dumplings, each preparing their specialities in the authentic style. The menu ranges from familiar vegetables to dishes using luxury ingredients, along with several creative items. At lunch, the dim sum set and the à la carte menu are both recommended.","35.656219, 139.73846",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Edomae Shinsaku,$$$,Tempura,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Notable sake list,Visa credit card","A book by a tempura master changed Shinsaku Nishimura’s life. Frequenting the author’s restaurant, he was inspired by how the chef’s character was manifested in his tempura. Nishimura speaks of the Maillard reaction, in which food becomes fragrant as it turns a golden brown. Frying at low temperatures, bringing each ingredient to a mellow finish, is a Nishimura trademark. His spirit of inquiry never flags as he seeks out quality ingredients and hones his techniques.","35.685565, 139.783986",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
BVLGARI IL RISTORANTE LUCA FANTIN,$$$$,Italian,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,JCB,Mastercard credit card,Visa credit card,Wheelchair access","Luca Fantin is a seeker after Japanese ingredients. He finds ones that bring forth his creativity and interprets them according to his Italian roots. Sea urchin pasta, entwined in a seafood sauce, expresses the bounty of the ocean. The panache of the service staff as they ladle out sauces and soups, desserts arriving on wagons: all are exuberant in presentation. Refined cuisine, gracious service and harmonious interior are all steeped in the elegance of BVLGARI.","35.672858, 139.767133",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Ishibashi,$$$,Unagi / Freshwater Eel,1 Star MICHELIN,"Air conditioning,Cash only,Notable sake list,Shoes must be removed","Ishibashi has carried on the same traditions over four generations, since its foundation in 1910. The chef doesn’t start cutting the unagi until the customer is seated, and steams it before grilling, in the Kanto style. The caramel-coloured unagi richly encapsulates the charm of Edo culinary culture. We recommend the Tokujo (Deluxe), which packs generous amounts of unagi into a traditional stacking box. A full range of snacks includes pickles marinated in well-aged rice bran, and honesenbei.","35.709271, 139.738486",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Sushi Matsuura,$$$,Sushi,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","The stage is a sushi shop and as the curtain rises, instead of his business card the chef offers a negitoro roll (minced tuna with green onion leaves), presented by hand. Sushi rolls of monkfish liver and dried gourd strips are served with sweet, thick kijoshu (sake brewed with sake not water), taking a hint from pairings of foie gras with botrytised wine. All three key requisites of a good sushi shop are present: watchfulness, consideration and smiles. No wonder this performance is so well attended.","35.644639, 139.727818",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
REQUINQUER,$$$,French,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Soichi Furuya seeks out the attractions and possibilities of French cuisine while staying in touch with current trends. Terrine de foie gras is a speciality that keeps customers coming back. Soups and crepes made using vegetables that don’t meet JA size regulations support farmers. The various set menus focused on the unique traits of Japanese-French fusion cuisine excite diners. The restaurant’s name means ‘be of good cheer’, and indeed REQUINQUER invigorates diners and food producers alike.","35.637594, 139.723284",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Kaiseki Tsujitome,$$$$,Japanese,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Shoes must be removed,Visa credit card","This kaiseki restaurant originated in Kyoto. It was founded in 1902 when Tomejiro Tsuji learned chakaiseki from the head of the Urasenke tea ceremony school. The fare follows the principle of ‘one soup, three sides’, with several items added as a touch of friendly service. With simple beauty as its purpose, the fare is matched with serving-ware of appropriate colour and shape. The spirit of ‘comfortable, easy to eat, fun and delicious’ that embodies kaiseki shines through in Tsujitome’s seasonal offerings.","35.677383, 139.733632",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
WASA,$$$$,Chinese,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,JCB,Mastercard credit card,Visa credit card","At WASA, you’ll be served original dishes in a theatre-like atmosphere. Masataka Yamashita uses choice ingredients and handles a Chinese wok skilfully. He has experience with Cantonese and Sichuan cuisine, and his mentor from Gifu taught him both how to cook and select ingredients regardless of genre. His specialities include caviar with rice vermicelli and seasonal spring rolls made with ayu and crab. The pairing of traditional and innovative makes each dish memorable.","35.649824, 139.710117",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Tempura Shimomura,$$$,Tempura,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","The menu is extensive to cater to diners’ tastes but has strong regional roots. Fish and vegetables are fried in alternation, with the accent on shrimp, sillago and conger eel. Recently, few tempura places offer tendon only, but here, tendon of vegetable tempura and kakiage (all-in-one seafood and vegetable tempura blend) are available at lunchtime. Feel free to add seafood items to the vegetable set menu. Woodblock prints and an icebox vaguely recreate the atmosphere of working-class Edo.","35.704205, 139.785405",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Sincère,$$$,French,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","The appeal of Sincère lies in its gloriously original cuisine and the fun and engaging customer service. All staff, including Chef Shinsuke Ishii, provide service. Ishii interprets classical dishes with modern panache, striking an original note. Amuse-bouches that brighten the table; sea bass wrapped in pie pastry, resembling taiyaki (fish-shaped stuffed pancakes); and small playful desserts are as entertaining to look at as they are to eat.","35.676969, 139.704359",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
L'ATELIER de Joël Robuchon,$$$,"French, Contemporary",1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,JCB,Mastercard credit card,Visa credit card","This is where it all began for the worldwide phenomenon that is L’Atelier de Joël Robuchon. The open kitchen is bustling with chefs. The counter seating, an homage to both sushi shops and Spanish tapas bars, celebrates the diversity of culinary culture. The menu ranges from specialities of years gone by to new arrangements incorporating seasonal Japanese ingredients. This really is Joël Robuchon’s atelier of modern cuisine.","35.6604, 139.729046",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Sushiya Shota,$$$,Sushi,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Chef Moon Kyung Hwan was inspired by the lead character in a sushi manga. Dreaming of forming sushi by hand, he journeyed to Japan from his native South Korea. His earnestness in studying Japanese and sushi technique at the same time earned him the nickname ‘Shota’, the name of the protagonist in that manga. He frequently visits Toyosu to build trust with wholesalers and pours his heart into sushi-making. His negima soup is a tribute to the food-stall culture of Edo.","35.653613, 139.735547",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
recte,$$$,French,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Controlling heat is an important element in French cooking. Chef Sasaki is focused on drawing out the aromas and flavours of his ingredients. Using fresh, vibrant Japanese ingredients, Sasaki hit upon charcoal roasting in a kamado, a traditional Japanese stove. Built of stone to lock in the umami from the effects of far-infrared radiation, the stove roasts the food in the smoky fragrance of the charcoal. Sasaki calls his approach “Kamado French”, the start of a fresh gastronomical adventure.","35.648877, 139.705947",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Ginza Yamanobe Edo Chuka,$$$$,Chinese,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","The concept here is ‘Edo-style Chinese’, making use of choice ingredients brought together in Tokyo from all over Japan. The cooking for the eight counter seats commences all at once, ensuring that it will all taste good. Chef Hitoshi Yamanobe prepares it, ensuring even quality. Enjoy your fill of dishes like botan shrimp with Shaoxing rice wine, karasumi with gelatin noodles, chateaubriand crepe, and red king crab with chili sauce.","35.670449, 139.762747",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Dominique Bouchet,$$$,French,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,JCB,Mastercard credit card,Visa credit card","Dominique Bouchet formerly commanded the kitchens at Paris’ fabled Tour d’Argent and Hôtel de Crillon. After opening his own restaurant in Paris, he expanded to Tokyo, a city he’s developed a close relationship with over many years. The theme here is ‘passing on tradition’. Dominique Bouchet reconstructs in a modern style the classic forms he has pursued throughout his career. Paying homage to Japan as a terroir, he expresses his vision through seasonal Japanese ingredients.","35.67479, 139.767351",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Ensui,$$$$,Japanese,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","The approach of Chef Ryosuke Ito is to ‘make the old new again’, evolving time-honoured dishes with a modern touch. Dried bonito flakes are shaved fresh for the customer to sample; basic soup stock is prepared fresh and simmered items burst with seasonal ingredients. The flow of dishes with dashi stock is a uniting theme. Another is the charcoal flame, an age-old technique that wreathes each item in a smoky fragrance. Everything starts from the flame of the charcoal and the water of the dashi stock.","35.644301, 139.702444",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
ALTER EGO,$$$,Italian,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","ALTER EGO is the Tokyo outpost of Yoji Tokuyoshi, who runs the main location in Milan. The walls are the same shade of green as the original, and the concept is ‘Italian food with Japanese ingredients’. Examples of their approach include frit of shiitake mushrooms coated with salted and dried grey mullet roe, and bamboo shoots brushed with fish sauce and grilled. Ingredients such as firefly squid, sakura shrimp and Yezo deer are paired with either handmade or dried pasta, depending on the texture desired.","35.696305, 139.757121",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
TEN-MASA,$$$,Japanese,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Masahiko Ashiki’s ‘Tenmasa kaiseki’ is an exposition of his gastronomic journey. The restaurant’s name was passed down from his parents’ tempura shop. The two-part menu begins with soup and appetiser, then moves on to tempura, learned from Ashiki’s father. Both sets of skills are on display in the tilefish fried with its scales still on: the rice in a Japanese tea broth with tempura uses basic soup stock; the tempura on a bed of rice is accompanied by a sauce inherited from Ashiki’s birthplace.","35.645878, 139.695539",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
BOTTEGA,$$$,Italian,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Chef Shohei Sasagawa travelled to Italy for a deep dive into its traditional cuisine. Tajarin with Fontina cheese is from Piemonte; tomato carbonara shows off his experience in Tuscany. Sasagawa strives for a tender texture in his pasta, which he starts kneading when the order is placed. ‘Bottega’ means workshop, and artisanal skill is certainly on display at this culinary atelier.","35.649428, 139.720446",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
JO,$$$$,Beef Specialities,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Chef Jotaro Okubo uses beef from a breed with longer fattening period than ordinary kuroge wagyu, prized for the dense flavour of its red meat. Billing itself as a ‘meat kappo,’ the restaurant serves up a medley of beef cuts in the manner of a kaiseki feast. The variety is impressive: beef aitchbone and seafood on a small bowl of rice, spring rolls of dry-cured beef ham, sirloin shabu-shabu. Taste the wonders of beef through the imagination of Jotaro Okubo.","35.660082, 139.722546",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
L'AFFINAGE,$$$,French,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,JCB,Mastercard credit card,Visa credit card","Chef Yasuyuki Takara was most influenced by Paul Bocuse during his training in France. He was impressed by how the distinguished chef would stay at the restaurant longer than anyone else. He also travelled to various regions to study local cuisine and wines. His speciality is ‘pavé de foie gras’, inspired by the pavers on Azuma-dori in front of the restaurant.","35.670183, 139.764948",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Akanezaka Onuma,$$$,Japanese,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Mitsuharu Onuma respects the fundamentals of Japanese cooking while reflecting his unique take on it in his menus. The meal starts with fried tofu in season—‘in season’ because the tofu is steeped in seasonal aromas such as sakura shrimp, chestnut and Horikawa burdock. Hand-made soba is served in a chilled broth as an amuse-bouche. Vegetables, fruits and mushrooms raised by his parents in Yamagata are used in appetisers and sweet dishes. This cuisine is supported by the ingredients of Onuma’s birthplace and the bonds of family.","35.674046, 139.737891",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
l'intemporel,$$$,French,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,JCB,Mastercard credit card,Visa credit card","Specialities are inspired by the chef’s experience in France. The Mackerel Consommé, for example, was born from when the chef had the opportunity to handle blueback fish on Île de Noirmoutier, an island in the Atlantic Ocean. Cauliflower Grilled in Pie Pastry, made with vegetables alone, springs from the influence of his mentor regarding growing vegetables. Imaginative treatment of the bare minimum of combinations creates a cuisine bursting with originality.","35.667293, 139.718262",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Ginza Toyoda,$$$$,Japanese,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Usui, traditionally mid-February, is when falling snow turns to rain, and is also the start of the clam season. The vernal equinox is when the sun rises due east and sets due west; vegetation begins to sprout and crops begin to stir. At this time of year, simmered dishes of bamboo shoots and clams make its appearance on dining tables. Celadon porcelain vessels are dressed with giant butterbur and young pepper leaves, heralding the arrival of young leaves.","35.670061, 139.76171",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Floraison,$$$,French,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","A single flower leans against the restaurant’s sign. The restaurant got its name of ‘Floraison’, French for ‘blooming’, from the desire that training should flower here. Narumi uses ingredients from Aomori to support his home region and, paying respect to the classics, he doesn’t spare either butter or cream. The attentive service of the amiable chef and the modest owner-sommelier is a joy. As the two partners hold forth on cuisine and wine, the conversation blooms.","35.700896, 139.740177",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
est,$$$$,"French, Contemporary",1 Star MICHELIN,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Interesting wine list,JCB,Mastercard credit card,Terrace,Visa credit card,Wheelchair access","The name of the restaurant takes the first letters of Emotion, Saison and Terroir in French. Chef Guillaume Bracaval takes seasonal domestic ingredients that stand out for him and sets out to create a fusion of Japanese and French cuisine. This approach is embodied by the inventive dish of tofu with honey and citrus fruit. Bread made from soybean flour is served with chickpea hummus and unrefined soy. The desserts inspired by modern art show the same flair.","35.688162, 139.763396",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Oryori Katsushi,$$$,Japanese,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","When the bonito flakes start being shaved is the signal to start the meal. Katsushi Yoshitake especially prizes the fragrance of his dashi. He likes to experiment, while still respecting the traditions of Japanese cuisine. The chub mackerel sushi with red-vinegar rice was created with the help of his elder brother, a sushi chef. Meat dishes such as beef from short-horned cattle and locally-raised chicken are charcoal-grilled to bring out the power of the ingredients.","35.668507, 139.760927",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Sushi Murayama,$$$$,Sushi,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Daisaku Murayama spent much of his apprenticeship studying Japanese cuisine rather than sushi specifically, and his experience with kaiseki shines in his side dishes. After fried foods and dishes served in bowls, the meal ends with a vinegared dish. The nigiri toppings are prepared Edomae style, and generally served in the order squid, zuke-maguro, chu-toro and o-toro. Expect classics such as gizzard shad and tiger prawn with minced Shiba shrimp and modern treats like eggs with maple syrup.","35.669948, 139.762062",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Torishiki,$$$,Yakitori,1 Star MICHELIN,"Air conditioning,Counter dining,Credit card / Debit card accepted","Yoshiteru Ikegawa devotes himself heart and soul to yakitori. Cuts of chicken speared on the skewers are generous and cooked on high flame to lock in the umami. This technique is made possible by Ikegawa’s thorough familiarity with the characteristics of Kishu-binchotan charcoal, which burns hot. Chicken oil, soy sauce with dashi or olive oil are chosen according to the cut, bringing out the character of each. Ikegawa has trained numerous understudies and has even taken his talents overseas.","35.63424, 139.716855",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
MAKIYAKI GINZA ONODERA,$$$,French,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,JCB,Mastercard credit card,Visa credit card","The lights suddenly go out; a flame flickers in the darkness. A curtain rises, as in a theatre. Chef Keiichi Terada has introduced firewood, the original heat source, into French cuisine. The first item, wagyu beef with wasabi, serves as the introduction. Paella and cheesecake recall Terada’s experience in the Basque country. Sayama tea concludes the meal, steeped in tea leaves sourced from his birthplace and roasted moments earlier. His passion for cooking blazes like the flames in a kiln.","35.668557, 139.766796",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Sushi Hashimoto,$$$$,Sushi,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Straw-smoked Spanish mackerel is dressed with wasabi and mustard, adding depth to the flavour. Spiced with wasabi, wide strips of tuna are hand-moulded to wrap around the sushi rice, which is served warmer than normal to bring out the sweetness of the fat. Sushi portions are generous but can be adjusted to a preferred size. First-time customers are especially welcomed at lunchtime, to spread the word about the joys of sushi. Diners can experience the true nature of a sushi shop that welcomes all.","35.673, 139.774495",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Akiyama,$$$,Japanese,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","The gentle disposition of owner-chef Hideto Akiyama pervades the menu and his attentive and quick-witted flow of service is part of the appeal. For guests who prefer to drink, he offers snacks, while he provides a wider variety of dishes to guests who are here to dine. Dishes are generously accompanied by marinated tuna, beef simmered in soy sauce and mirin, and dried young sardines seasoned with soy and Japanese pepper. White rice cooked in earthenware pots closes out the meal.","35.644452, 139.724801",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Aroma Fresca,$$$,Italian,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,JCB,Mastercard credit card,Visa credit card","Italian as only Japan can do, with the spotlight squarely on Japan-sourced ingredients. Shinji Harada creates a cuisine from the interplay of his own sensibilities and experience. Only seasonal ingredients are used, as in the pasta of bamboo shoots and matsutake mushrooms or herb-steamed conger eel. Using traditional cooking methods, Harada expresses the flavours of the season with freewheeling creativity. The restaurant’s name, which means ‘the aroma of freshness’, encapsulates the importance of great ingredients.","35.673665, 139.767142",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Arakicho Tatsuya,$$$,Japanese,1 Star MICHELIN,"Air conditioning,Counter dining,Notable sake list","Owner-chef Tatsuya Ishiyama handles everything from serving customers to preparing the food, devoting himself to entertaining his guests. The menu is crafted with an eye to the human connection, from ingredients and sakes to the selection of servings dishes. Meals conclude with zosui (risotto-like rice soup) made with broth from the takiawase, so that none of the flavour is wasted. His explanations of the fare, bringing producer and diner together, leave a deep impression.","35.68968, 139.722413",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Onarimon Haru,$$$$,Japanese,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","During his apprenticeship, owner-chef Haruyuki Ogawa was profoundly impressed with the aroma that wafted from freshly cooked food. Determined to serve his food as close to the kitchen as possible, he serves his customers across a counter. The vegetables dressed with freshly roasted and ground sesame seeds is a tribute to those early memories. A small nabe (hot pot) dish is served instead of soup. As Ogawa works, his mentor’s words, “never stop learning”, are inscribed on his soul.","35.660182, 139.754393",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
La Paix,$$$,French,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,JCB,Mastercard credit card,Visa credit card","From historic Nihombashi Bridge, owner-chef Ippei Matsumoto spreads the word about his fusion of French and Japanese cuisines. Everything, from the ingredients to the interior and tableware, incorporates timeless Japanese elegance. Ingredients are delivered directly from producers, with whom Matsumoto maintains continuous dialogue. In summer La Paix serves peaches from his native Wakayama Prefecture. In fact, he makes the most of them, serving a ‘Peach Set Menu’ that sets his restaurant apart.","35.685136, 139.775586",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Waketokuyama,$$$,Japanese,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card,Wheelchair access","The menu changes weekly, but the speciality ‘Seasoned Grilled Abalone’ is available every day. Determined to offer cuisine that wins diners’ hearts, Chef Hiromitsu Nozaki crafts his dishes with Japan’s seasons in mind. Reinforcing this image is a cooking style calibrated to bring out the best in each ingredient. Bowls of root vegetables in white miso soup are prepared with kombu and vegetables, avoiding the use of dried bonito flakes. Seasonal ingredients on rice served in earthenware pots are boiled in water alone.","35.655757, 139.723243",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Kaiseki Ohara,$$$,Japanese,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","The husband and wife in chef’s whites welcome you to their Japanese restaurant. They learned their skills at a chakaiseki (tea ceremony cuisine) establishment. While he works his culinary magic, the proprietress makes confectioneries and serves guests. Decoratively arranged sashimi of white-fleshed fish is served with a mix of rich and light soy sauce; hassun appetisers are laden with rich varieties of seafood. The spirit of the house shines in dishes that are uncluttered, meticulously crafted and honest.","35.689047, 139.721852",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Yakitori Omino,$$$,Yakitori,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","The staff, sporting twisted headbands on their close-cropped heads, serve yakitori with passion, keeping the skewers coming until the customer says ‘stop’. Chef Masayoshi Omino uses whole chickens, so you can sample even rare cuts to your heart’s content. Of special note is the use of Kishu binchotan charcoal, grilled close to a roaring flame. Skewers are brushed with dashi stock, soy sauce and oil to wreathe them in fragrance. For best results, make your preferences known when you walk in.","35.709908, 139.815922",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Ginza Adachi Naoto,$$$,Japanese,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","This restaurant values traditional techniques honed at a ryotei. The painstakingly prepared appetisers are a must-try. Seasonal iimushi, mochi rice topped with fish and steamed, is served as an amuse-bouche, paired with seasonal tastes such as sea urchin, salmon roe and chestnut. Instead of rice, the meal closes with konnyaku soba (devil’s-tongue noodles), to relieve uncomfortable fullness after the meal. Meticulous food preparation eloquently conveys the spirit and feeling of the owner-chef.","35.669698, 139.761992",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
